recovery_id,contract_id,recovery_date,recovery_amount,recovery_method,days_after_default
R00009385,C011938,2025-07-10,9547.4,Payment,30
R00009386,C011938,2025-12-07,5171.51,Collection,180
R00009387,C011939,2026-04-10,2656.02,Payment,90
R00009388,C011940,2025-09-09,2379.99,Payment,30
R00009389,C011940,2025-10-09,1983.32,Renegotiation,60
R00009390,C011941,2026-06-09,2709.79,Settlement,30
R00009391,C011941,2026-08-08,2032.34,Collection,90
R00009392,C011942,2026-02-09,5381.25,Collection,30
R00009393,C011942,2026-04-10,4035.94,Payment,90
R00009394,C011942,2026-07-09,2914.84,Renegotiation,180
R00009395,C011943,2025-12-09,13648.92,Payment,60
R00009396,C011943,2026-04-08,8871.8,Settlement,180
R00009397,C011946,2025-08-09,4281.77,Payment,60
R00009398,C011946,2025-12-07,2783.15,Collection,180
R00009399,C011946,2026-06-05,2140.88,Payment,360
R00009400,C011947,2026-06-09,1131.14,Payment,30
R00009401,C011947,2026-07-09,942.62,Payment,60
R00009402,C011947,2026-08-08,848.36,Renegotiation,90
R00009403,C011948,2026-05-09,2168.23,Collection,60
R00009404,C011953,2025-12-10,175.2,Collection,30
R00009405,C011953,2026-02-08,131.4,Payment,90
R00009406,C011953,2026-05-09,94.9,Renegotiation,180
R00009407,C011954,2026-06-09,5673.54,Settlement,30
R00009408,C011955,2025-08-09,990.03,Payment,30
R00009409,C011955,2026-01-06,536.26,Payment,180
R00009410,C011956,2026-07-10,6430.03,Payment,30
R00009411,C011956,2026-08-09,5358.35,Settlement,60
R00009412,C011957,2026-04-09,22102.06,Payment,30
R00009413,C011957,2026-06-08,16576.55,Payment,90
R00009414,C011957,2026-07-08,13813.79,Payment,120
R00009415,C011958,2026-02-08,803.25,Settlement,60
R00009416,C011958,2026-04-09,602.44,Payment,120
R00009417,C011958,2026-06-08,522.12,Payment,180
R00009418,C011962,2026-03-12,2060.11,Payment,30
R00009419,C011962,2026-05-11,1545.08,Collection,90
R00009420,C011962,2026-08-09,1115.89,Payment,180
R00009421,C011966,2025-05-10,1860.2,Collection,30
R00009422,C011966,2025-06-09,1550.16,Renegotiation,60
R00009423,C011966,2025-08-08,1162.62,Renegotiation,120
R00009424,C011966,2026-04-05,775.08,Settlement,360
R00009425,C011970,2026-08-08,3998.79,Payment,120
R00009426,C011976,2026-04-09,2029.72,Payment,30
R00009427,C011976,2026-06-08,1522.29,Payment,90
R00009428,C011976,2026-07-08,1268.58,Payment,120
R00009429,C011978,2026-06-08,14108.95,Payment,90
R00009430,C011979,2026-04-09,1023.66,Collection,30
R00009431,C011980,2026-02-08,1455.47,Payment,60
R00009432,C011980,2026-06-08,946.05,Renegotiation,180
R00009433,C011982,2026-04-09,774.66,Payment,30
R00009434,C011982,2026-05-09,645.55,Renegotiation,60
R00009435,C011983,2025-12-09,1260.37,Payment,90
R00009436,C011983,2026-01-08,1050.31,Collection,120
R00009437,C011983,2026-03-09,910.27,Renegotiation,180
R00009438,C011990,2026-08-09,351.6,Collection,30
R00009439,C011991,2025-05-10,16595.3,Payment,30
R00009440,C011991,2025-06-09,13829.42,Collection,60
R00009441,C011991,2026-04-05,6914.71,Settlement,360
R00009442,C011997,2026-07-09,6408.18,Payment,90
R00009443,C011997,2026-08-08,5340.15,Payment,120
R00009444,C011998,2026-07-09,14586.27,Renegotiation,90
R00009445,C011999,2025-08-08,623.37,Payment,90
R00009446,C011999,2025-09-07,519.47,Payment,120
R00009447,C011999,2025-11-06,450.21,Collection,180
R00009448,C012000,2026-07-10,424.43,Settlement,30
R00009449,C012003,2026-01-08,4479.89,Renegotiation,90
R00009450,C012005,2025-09-09,908.42,Settlement,30
R00009451,C012005,2025-10-09,757.02,Renegotiation,60
R00009452,C012005,2025-11-08,681.31,Payment,90
R00009453,C012005,2026-02-06,492.06,Renegotiation,180
R00009454,C012006,2026-03-10,1468.91,Payment,90
R00009455,C012012,2025-11-09,905.07,Payment,30
R00009456,C012012,2025-12-09,754.23,Renegotiation,60
R00009457,C012012,2026-02-07,565.67,Collection,120
R00009458,C012013,2026-06-09,2123.76,Renegotiation,30
R00009459,C012015,2026-07-10,816.63,Payment,30
R00009460,C012016,2026-04-09,2854.33,Payment,30
R00009461,C012016,2026-05-09,2378.6,Collection,60
R00009462,C012017,2026-07-09,2928.96,Renegotiation,60
R00009463,C012017,2026-08-08,2636.07,Payment,90
R00009464,C012022,2025-11-09,8281.77,Payment,60
R00009465,C012022,2025-12-09,7453.59,Settlement,90
R00009466,C012024,2026-07-09,1049.35,Renegotiation,60
R00009467,C012024,2026-08-08,944.42,Payment,90
R00009468,C012026,2026-02-09,28430.51,Payment,30
R00009469,C012030,2026-03-11,1239.94,Payment,60
R00009470,C012030,2026-05-10,929.95,Renegotiation,120
R00009471,C012030,2026-07-09,805.96,Collection,180
R00009472,C012031,2026-08-08,1254.88,Settlement,120
R00009473,C012036,2025-10-10,13348.84,Payment,30
R00009474,C012036,2025-11-09,11124.03,Collection,60
R00009475,C012037,2026-02-08,1533.39,Renegotiation,60
R00009476,C012037,2026-03-10,1380.05,Payment,90
R00009477,C012037,2026-04-09,1150.04,Collection,120
R00009478,C012038,2026-01-09,1580.08,Collection,30
R00009479,C012038,2026-03-10,1185.06,Collection,90
R00009480,C012038,2026-06-08,855.87,Payment,180
R00009481,C012039,2026-06-09,1093.17,Payment,60
R00009482,C012039,2026-07-09,983.85,Payment,90
R00009483,C012039,2026-08-08,819.88,Payment,120
R00009484,C012041,2025-10-10,6024.21,Payment,30
R00009485,C012041,2025-12-09,4518.16,Collection,90
R00009486,C012041,2026-03-09,3263.11,Payment,180
R00009487,C012042,2026-06-09,1325.54,Collection,60
R00009488,C012045,2026-06-09,1333.02,Payment,30
R00009489,C012045,2026-07-09,1110.85,Renegotiation,60
R00009490,C012048,2025-06-09,538.62,Collection,30
R00009491,C012048,2025-09-07,336.64,Settlement,120
R00009492,C012048,2026-05-05,224.42,Collection,360
R00009493,C012049,2026-03-11,270.78,Settlement,60
R00009494,C012049,2026-07-09,176.01,Collection,180
R00009495,C012056,2026-06-09,743.12,Settlement,60
R00009496,C012056,2026-07-09,668.81,Collection,90
R00009497,C012056,2026-08-08,557.34,Collection,120
R00009498,C012059,2026-08-08,9581.05,Settlement,90
R00009499,C012060,2026-01-09,952.03,Settlement,30
R00009500,C012060,2026-04-09,595.02,Payment,120
R00009501,C012060,2026-06-08,515.68,Payment,180
R00009502,C012061,2025-12-10,3931.33,Payment,30
R00009503,C012061,2026-02-08,2948.5,Settlement,90
R00009504,C012061,2026-03-10,2457.08,Payment,120
R00009505,C012061,2026-05-09,2129.47,Settlement,180
R00009506,C012064,2026-08-09,786.12,Settlement,60
R00009507,C012066,2026-07-09,1202.66,Renegotiation,90
R00009508,C012066,2026-08-08,1002.21,Payment,120
R00009509,C012069,2026-02-08,16520.23,Payment,90
R00009510,C012069,2026-03-10,13766.85,Renegotiation,120
R00009511,C012073,2026-01-09,757.61,Payment,30
R00009512,C012073,2026-04-09,473.5,Payment,120
R00009513,C012073,2026-06-08,410.37,Renegotiation,180
R00009514,C012076,2026-08-08,1342.28,Collection,120
R00009515,C012078,2026-06-09,15263.71,Payment,60
R00009516,C012078,2026-08-08,11447.78,Payment,120
R00009517,C012082,2025-06-09,880.33,Renegotiation,30
R00009518,C012082,2025-07-09,733.61,Collection,60
R00009519,C012082,2025-09-07,550.21,Collection,120
R00009520,C012082,2026-05-05,366.81,Settlement,360
R00009521,C012085,2025-04-09,2005.82,Payment,30
R00009522,C012085,2025-05-09,1671.52,Collection,60
R00009523,C012085,2026-03-05,835.76,Payment,360
R00009524,C012087,2026-06-09,3413.83,Renegotiation,30
R00009525,C012087,2026-07-09,2844.86,Payment,60
R00009526,C012088,2026-07-09,1479.21,Collection,90
R00009527,C012089,2026-01-09,8985.21,Payment,30
R00009528,C012089,2026-02-08,7487.67,Payment,60
R00009529,C012089,2026-06-08,4866.99,Renegotiation,180
R00009530,C012093,2026-02-08,2723.62,Renegotiation,60
R00009531,C012093,2026-04-09,2042.71,Renegotiation,120
R00009532,C012103,2026-07-09,7722.12,Payment,60
R00009533,C012105,2026-01-09,2392.83,Payment,30
R00009534,C012105,2026-02-08,1994.02,Renegotiation,60
R00009535,C012105,2026-04-09,1495.52,Renegotiation,120
R00009536,C012107,2026-07-10,2330.56,Payment,30
R00009537,C012107,2026-08-09,1942.14,Payment,60
R00009538,C012114,2026-04-09,361.04,Payment,30
R00009539,C012114,2026-05-09,300.87,Payment,60
R00009540,C012116,2026-05-11,15238.24,Settlement,90
R00009541,C012116,2026-06-10,12698.53,Renegotiation,120
R00009542,C012116,2026-08-09,11005.4,Collection,180
R00009543,C012117,2026-05-10,319.77,Renegotiation,30
R00009544,C012117,2026-06-09,266.48,Settlement,60
R00009545,C012117,2026-08-08,199.86,Payment,120
R00009546,C012119,2025-11-08,704.44,Collection,90
R00009547,C012119,2025-12-08,587.04,Renegotiation,120
R00009548,C012119,2026-02-06,508.76,Collection,180
R00009549,C012119,2026-08-05,391.36,Payment,360
R00009550,C012121,2026-04-11,3572.44,Collection,60
R00009551,C012121,2026-06-10,2679.33,Collection,120
R00009552,C012122,2026-02-09,1420.98,Collection,30
R00009553,C012122,2026-03-11,1184.15,Renegotiation,60
R00009554,C012125,2026-01-09,767.85,Renegotiation,30
R00009555,C012125,2026-03-10,575.89,Renegotiation,90
R00009556,C012125,2026-04-09,479.91,Payment,120
R00009557,C012126,2026-08-09,2196.4,Settlement,60
R00009558,C012128,2026-04-09,1129.4,Renegotiation,30
R00009559,C012128,2026-05-09,941.16,Collection,60
R00009560,C012128,2026-06-08,847.05,Settlement,90
R00009561,C012130,2026-08-09,1002.81,Collection,60
R00009562,C012131,2026-06-09,814.79,Payment,60
R00009563,C012133,2025-10-10,7385.35,Collection,30
R00009564,C012133,2025-11-09,6154.46,Collection,60
R00009565,C012133,2026-01-08,4615.84,Payment,120
R00009566,C012135,2025-07-10,3954.31,Payment,30
R00009567,C012135,2025-08-09,3295.26,Payment,60
R00009568,C012135,2026-06-05,1647.63,Payment,360
R00009569,C012138,2026-07-10,4456.83,Collection,30
R00009570,C012138,2026-08-09,3714.03,Payment,60
R00009571,C012139,2026-08-09,891.58,Payment,30
R00009572,C012141,2026-07-10,410.79,Payment,30
R00009573,C012141,2026-08-09,342.33,Settlement,60
R00009574,C012143,2026-04-11,1436.03,Payment,60
R00009575,C012143,2026-06-10,1077.02,Payment,120
R00009576,C012143,2026-08-09,933.42,Collection,180
R00009577,C012144,2025-08-09,1687.4,Payment,30
R00009578,C012144,2026-01-06,914.01,Renegotiation,180
R00009579,C012145,2026-03-11,7104.11,Collection,60
R00009580,C012145,2026-07-09,4617.67,Collection,180
R00009581,C012147,2026-08-09,11853.49,Payment,60
R00009582,C012148,2025-06-09,827.74,Payment,30
R00009583,C012148,2025-07-09,689.79,Collection,60
R00009584,C012148,2026-05-05,344.89,Payment,360
R00009585,C012155,2026-06-10,7337.62,Renegotiation,120
R00009586,C012160,2025-08-09,567.65,Collection,60
R00009587,C012160,2025-09-08,510.88,Settlement,90
R00009588,C012161,2026-06-09,2112.34,Renegotiation,30
R00009589,C012162,2026-07-10,3708.63,Payment,30
R00009590,C012162,2026-08-09,3090.52,Collection,60
R00009591,C012163,2026-02-08,6660.27,Renegotiation,60
R00009592,C012163,2026-03-10,5994.24,Collection,90
R00009593,C012163,2026-04-09,4995.2,Renegotiation,120
R00009594,C012166,2026-04-09,939.64,Payment,30
R00009595,C012170,2025-09-09,1475.81,Renegotiation,30
R00009596,C012170,2025-11-08,1106.85,Renegotiation,90
R00009597,C012173,2026-08-09,1853.49,Payment,60
R00009598,C012174,2026-07-10,3410.48,Payment,30
R00009599,C012174,2026-08-09,2842.07,Renegotiation,60
R00009600,C012175,2026-01-06,7236.33,Settlement,180
R00009601,C012175,2026-07-05,5566.4,Payment,360
R00009602,C012177,2026-02-09,2025.19,Renegotiation,30
R00009603,C012177,2026-05-10,1265.75,Payment,120
R00009604,C012177,2026-07-09,1096.98,Settlement,180
R00009605,C012179,2026-02-09,3433.29,Payment,30
R00009606,C012179,2026-05-10,2145.81,Collection,120
R00009607,C012183,2026-01-08,2729.86,Renegotiation,120
R00009608,C012184,2026-08-09,7313.65,Payment,30
R00009609,C012190,2025-09-09,812.84,Renegotiation,30
R00009610,C012190,2026-02-06,440.29,Renegotiation,180
R00009611,C012191,2026-07-10,835.06,Renegotiation,30
R00009612,C012194,2026-04-10,2274.1,Payment,90
R00009613,C012194,2026-05-10,1895.08,Payment,120
R00009614,C012194,2026-07-09,1642.4,Settlement,180
R00009615,C012196,2025-10-08,3383.39,Payment,120
R00009616,C012196,2025-12-07,2932.27,Payment,180
R00009617,C012201,2026-08-08,4000.41,Renegotiation,90
R00009618,C012202,2025-04-11,5622.74,Payment,60
R00009619,C012202,2025-05-11,5060.47,Settlement,90
R00009620,C012202,2026-02-05,2811.37,Payment,360
R00009621,C012206,2026-05-11,1507.29,Payment,90
R00009622,C012206,2026-08-09,1088.6,Renegotiation,180
R00009623,C012212,2026-04-11,6818.7,Settlement,60
R00009624,C012217,2026-04-10,15502.13,Payment,90
R00009625,C012217,2026-07-09,11195.98,Settlement,180
R00009626,C012218,2025-12-10,446.4,Payment,30
R00009627,C012218,2026-01-09,372.0,Payment,60
R00009628,C012220,2026-08-09,2311.15,Renegotiation,30
R00009629,C012222,2025-11-09,145.12,Collection,60
R00009630,C012222,2025-12-09,130.61,Renegotiation,90
R00009631,C012223,2026-03-12,3296.04,Payment,30
R00009632,C012223,2026-06-10,2060.03,Payment,120
R00009633,C012224,2026-08-09,1011.92,Payment,60
R00009634,C012226,2025-09-09,658.11,Settlement,30
R00009635,C012226,2026-02-06,356.47,Payment,180
R00009636,C012226,2026-08-05,274.21,Settlement,360
R00009637,C012228,2025-11-09,1687.41,Payment,60
R00009638,C012228,2025-12-09,1518.67,Collection,90
R00009639,C012228,2026-01-08,1265.56,Settlement,120
R00009640,C012228,2026-03-09,1096.82,Settlement,180
R00009641,C012229,2026-07-10,773.55,Payment,30
R00009642,C012229,2026-08-09,644.63,Payment,60
R00009643,C012231,2026-01-09,1704.53,Payment,30
R00009644,C012231,2026-03-10,1278.4,Renegotiation,90
R00009645,C012231,2026-04-09,1065.33,Collection,120
R00009646,C012231,2026-06-08,923.29,Collection,180
R00009647,C012233,2026-05-10,15276.77,Payment,30
R00009648,C012233,2026-06-09,12730.64,Settlement,60
R00009649,C012239,2026-06-09,1531.1,Payment,30
R00009650,C012239,2026-08-08,1148.33,Collection,90
R00009651,C012245,2026-04-09,3076.41,Renegotiation,30
R00009652,C012245,2026-05-09,2563.67,Collection,60
R00009653,C012252,2026-06-09,3417.66,Settlement,60
R00009654,C012252,2026-07-09,3075.89,Renegotiation,90
R00009655,C012254,2026-08-09,7707.74,Payment,30
R00009656,C012255,2026-05-10,1601.25,Settlement,30
R00009657,C012255,2026-06-09,1334.38,Collection,60
R00009658,C012255,2026-07-09,1200.94,Payment,90
R00009659,C012256,2026-02-09,1700.22,Payment,30
R00009660,C012256,2026-05-10,1062.64,Payment,120
R00009661,C012259,2025-10-10,3378.26,Settlement,30
R00009662,C012259,2025-11-09,2815.22,Settlement,60
R00009663,C012259,2026-01-08,2111.41,Settlement,120
R00009664,C012263,2025-06-09,1512.75,Collection,60
R00009665,C012263,2025-08-08,1134.56,Settlement,120
R00009666,C012263,2025-10-07,983.29,Settlement,180
R00009667,C012263,2026-04-05,756.37,Collection,360
R00009668,C012264,2026-02-09,1988.18,Renegotiation,30
R00009669,C012264,2026-03-11,1656.82,Payment,60
R00009670,C012264,2026-04-10,1491.14,Collection,90
R00009671,C012264,2026-07-09,1076.93,Settlement,180
R00009672,C012266,2026-04-09,601.74,Payment,30
R00009673,C012266,2026-05-09,501.45,Settlement,60
R00009674,C012266,2026-06-08,451.31,Payment,90
R00009675,C012273,2026-07-09,475.48,Collection,90
R00009676,C012276,2025-09-08,808.71,Payment,60
R00009677,C012276,2025-10-08,727.84,Renegotiation,90
R00009678,C012276,2025-11-07,606.53,Payment,120
R00009679,C012276,2026-01-06,525.66,Payment,180
R00009680,C012277,2026-01-09,1594.32,Payment,30
R00009681,C012277,2026-04-09,996.45,Settlement,120
R00009682,C012278,2026-01-09,2798.76,Payment,30
R00009683,C012278,2026-02-08,2332.3,Renegotiation,60
R00009684,C012278,2026-03-10,2099.07,Renegotiation,90
R00009685,C012280,2026-02-06,873.19,Settlement,180
R00009686,C012280,2026-08-05,671.68,Renegotiation,360
R00009687,C012285,2026-07-09,562.88,Payment,60
R00009688,C012285,2026-08-08,506.59,Settlement,90
R00009689,C012286,2026-07-09,2615.92,Renegotiation,60
R00009690,C012287,2026-06-09,804.58,Collection,60
R00009691,C012288,2026-06-08,3921.13,Renegotiation,90
R00009692,C012288,2026-07-08,3267.61,Payment,120
R00009693,C012292,2025-08-09,2355.92,Payment,30
R00009694,C012292,2025-09-08,1963.27,Collection,60
R00009695,C012292,2025-10-08,1766.94,Settlement,90
R00009696,C012292,2026-07-05,981.63,Payment,360
R00009697,C012296,2026-01-08,1254.11,Payment,120
R00009698,C012298,2026-03-12,1868.24,Settlement,30
R00009699,C012298,2026-05-11,1401.18,Renegotiation,90
R00009700,C012300,2026-07-10,2918.39,Settlement,30
R00009701,C012306,2026-08-08,3995.65,Settlement,120
R00009702,C012307,2026-03-10,3051.19,Payment,90
R00009703,C012307,2026-06-08,2203.64,Payment,180
R00009704,C012315,2025-08-09,1393.13,Collection,30
R00009705,C012315,2025-09-08,1160.94,Renegotiation,60
R00009706,C012315,2026-01-06,754.61,Renegotiation,180
R00009707,C012319,2025-09-09,1521.39,Payment,30
R00009708,C012319,2025-10-09,1267.82,Settlement,60
R00009709,C012321,2025-04-09,516.21,Renegotiation,30
R00009710,C012321,2025-06-08,387.15,Collection,90
R00009711,C012321,2025-07-08,322.63,Payment,120
R00009712,C012321,2026-03-05,215.09,Payment,360
R00009713,C012322,2026-08-09,681.35,Payment,60
R00009714,C012323,2026-05-09,4119.6,Payment,60
R00009715,C012323,2026-06-08,3707.64,Collection,90
R00009716,C012323,2026-07-08,3089.7,Payment,120
R00009717,C012324,2025-10-10,3064.04,Collection,30
R00009718,C012327,2025-11-09,210.23,Payment,30
R00009719,C012327,2026-04-08,113.88,Payment,180
R00009720,C012328,2026-03-11,1967.71,Settlement,60
R00009721,C012328,2026-04-10,1770.94,Payment,90
R00009722,C012328,2026-05-10,1475.78,Renegotiation,120
R00009723,C012332,2026-08-09,1447.82,Payment,60
R00009724,C012333,2026-04-09,3781.33,Renegotiation,30
R00009725,C012334,2025-12-10,3651.93,Collection,30
R00009726,C012334,2026-01-09,3043.28,Settlement,60
R00009727,C012334,2026-02-08,2738.95,Payment,90
R00009728,C012335,2026-02-09,1459.15,Renegotiation,30
R00009729,C012335,2026-07-09,790.37,Payment,180
R00009730,C012338,2026-06-09,1825.96,Settlement,60
R00009731,C012338,2026-08-08,1369.47,Collection,120
R00009732,C012340,2025-10-10,1815.86,Payment,30
R00009733,C012340,2025-11-09,1513.22,Payment,60
R00009734,C012340,2026-03-09,983.59,Settlement,180
R00009735,C012342,2026-07-10,854.62,Payment,30
R00009736,C012345,2025-12-09,989.25,Payment,90
R00009737,C012345,2026-03-09,714.46,Payment,180
R00009738,C012346,2025-10-09,684.43,Payment,60
R00009739,C012346,2025-12-08,513.33,Collection,120
R00009740,C012346,2026-08-05,342.22,Collection,360
R00009741,C012351,2025-08-09,2631.6,Payment,30
R00009742,C012351,2025-10-08,1973.7,Renegotiation,90
R00009743,C012361,2026-08-09,1369.78,Payment,30
R00009744,C012362,2026-03-12,3557.58,Payment,30
R00009745,C012368,2025-08-09,2016.35,Renegotiation,30
R00009746,C012368,2025-11-07,1260.22,Collection,120
R00009747,C012368,2026-01-06,1092.19,Payment,180
R00009748,C012368,2026-07-05,840.15,Payment,360
R00009749,C012372,2025-10-08,1932.18,Payment,90
R00009750,C012372,2025-11-07,1610.15,Collection,120
R00009751,C012372,2026-01-06,1395.46,Collection,180
R00009752,C012372,2026-07-05,1073.43,Payment,360
R00009753,C012373,2026-03-12,1689.01,Collection,30
R00009754,C012373,2026-06-10,1055.63,Payment,120
R00009755,C012374,2026-04-09,468.11,Payment,30
R00009756,C012374,2026-06-08,351.08,Payment,90
R00009757,C012376,2025-08-08,1686.28,Collection,90
R00009758,C012376,2025-11-06,1217.87,Payment,180
R00009759,C012376,2026-05-05,936.82,Payment,360
R00009760,C012377,2026-02-09,1903.53,Renegotiation,30
R00009761,C012377,2026-04-10,1427.65,Payment,90
R00009762,C012377,2026-07-09,1031.08,Collection,180
R00009763,C012380,2025-07-10,3837.4,Settlement,30
R00009764,C012380,2025-08-09,3197.84,Collection,60
R00009765,C012380,2025-09-08,2878.05,Settlement,90
R00009766,C012380,2025-10-08,2398.38,Payment,120
R00009767,C012385,2025-11-09,2106.24,Collection,30
R00009768,C012385,2026-02-07,1316.4,Settlement,120
R00009769,C012385,2026-04-08,1140.88,Renegotiation,180
R00009770,C012387,2026-05-10,1498.39,Renegotiation,30
R00009771,C012387,2026-06-09,1248.66,Renegotiation,60
R00009772,C012391,2026-01-09,3303.35,Collection,60
